"","nombre_autor","kingdom","id"
"1","Quercus viminea Trel.","Plantae",278167
"2","Quercus viminea Trel.","Plantae",279140
"3","Quercus viminea Trel.","Plantae",282703
"4","Quercus viminea Trel.","Plantae",286360
"5","Quercus viminea Trel.","Plantae",392689
"6","Quercus viminea Trel.","Plantae",392690
"7","Quercus viminea Trel.","Plantae",392691
"8","Quercus viminea Trel.","Plantae",392692
"9","Quercus viminea Trel.","Plantae",774311
"10","Quercus viminea Trel.","Plantae",774320
"11","Quercus viminea Trel.","Plantae",860431
"12","Quercus viminea Trel.","Plantae",960172
"13","Quercus viminea Trel.","Plantae",975481
"14","Quercus viminea Trel.","Plantae",975482
"15","Quercus viminea Trel.","Plantae",975483
"16","Quercus viminea Trel.","Plantae",975484
"17","Quercus viminea Trel.","Plantae",975485
"18","Quercus viminea Trel.","Plantae",975486
"19","Quercus viminea Trel.","Plantae",975487
"20","Quercus viminea Trel.","Plantae",975488
"21","Quercus viminea Trel.","Plantae",975489
"22","Quercus viminea Trel.","Plantae",975490
"23","Quercus viminea Trel.","Plantae",975491
"24","Quercus viminea Trel.","Plantae",975492
"25","Quercus viminea Trel.","Plantae",975493
"26","Quercus viminea Trel.","Plantae",975494
"27","Quercus viminea Trel.","Plantae",975495
"28","Quercus viminea Trel.","Plantae",975496
"29","Quercus viminea Trel.","Plantae",975497
"30","Quercus viminea Trel.","Plantae",975498
"31","Quercus viminea Trel.","Plantae",975499
"32","Quercus viminea Trel.","Plantae",975500
"33","Quercus viminea Trel.","Plantae",975501
"34","Quercus viminea Trel.","Plantae",975502
"35","Quercus viminea Trel.","Plantae",975503
"36","Quercus viminea Trel.","Plantae",975504
"37","Quercus viminea Trel.","Plantae",975505
"38","Quercus viminea Trel.","Plantae",975506
"39","Quercus viminea Trel.","Plantae",975507
"40","Quercus viminea Trel.","Plantae",975508
"41","Quercus viminea Trel.","Plantae",975509
"42","Quercus viminea Trel.","Plantae",975510
"43","Quercus viminea Trel.","Plantae",975511
"44","Quercus viminea Trel.","Plantae",975512
"45","Quercus viminea Trel.","Plantae",975513
"46","Quercus viminea Trel.","Plantae",975514
"47","Quercus viminea Trel.","Plantae",975515
"48","Quercus viminea Trel.","Plantae",975516
"49","Quercus viminea Trel.","Plantae",975517
"50","Quercus viminea Trel.","Plantae",975518
"51","Quercus viminea Trel.","Plantae",975519
"52","Quercus viminea Trel.","Plantae",975520
"53","Quercus viminea Trel.","Plantae",975521
"54","Quercus viminea Trel.","Plantae",975522
"55","Quercus viminea Trel.","Plantae",975523
"56","Quercus viminea Trel.","Plantae",975524
"57","Quercus viminea Trel.","Plantae",975525
"58","Quercus viminea Trel.","Plantae",975526
"59","Quercus viminea Trel.","Plantae",975527
"60","Quercus viminea Trel.","Plantae",975528
"61","Quercus viminea Trel.","Plantae",975529
"62","Quercus viminea Trel.","Plantae",975530
"63","Quercus viminea Trel.","Plantae",975531
"64","Quercus viminea Trel.","Plantae",975532
"65","Quercus viminea Trel.","Plantae",1000528
"66","Quercus viminea Trel.","Plantae",1000772
"67","Quercus viminea Trel.","Plantae",1005030
"68","Quercus viminea Trel.","Plantae",1005298
"69","Quercus viminea Trel.","Plantae",1006378
"70","Quercus viminea Trel.","Plantae",1006462
"71","Quercus viminea Trel.","Plantae",1006471
"72","Quercus viminea Trel.","Plantae",1006480
"73","Quercus viminea Trel.","Plantae",1006487
"74","Quercus viminea Trel.","Plantae",1006491
"75","Quercus viminea Trel.","Plantae",1006498
"76","Quercus viminea Trel.","Plantae",1107662
"77","Quercus viminea Trel.","Plantae",1107680
"78","Quercus viminea Trel.","Plantae",1107771
"79","Quercus viminea Trel.","Plantae",1107851
"80","Quercus viminea Trel.","Plantae",1107919
"81","Quercus viminea Trel.","Plantae",1126807
"82","Quercus viminea Trel.","Plantae",1126856
"83","Quercus viminea Trel.","Plantae",1849284
"84","Quercus viminea Trel.","Plantae",1849980
"85","Quercus viminea Trel.","Plantae",1849981
"86","Quercus viminea Trel.","Plantae",1849982
"87","Quercus viminea Trel.","Plantae",1849983
"88","Quercus viminea Trel.","Plantae",1849984
"89","Quercus viminea Trel.","Plantae",1849985
"90","Quercus viminea Trel.","Plantae",1849987
"91","Quercus viminea Trel.","Plantae",1849988
"92","Quercus viminea Trel.","Plantae",1907667
"93","Quercus viminea Trel.","Plantae",1964415
"94","Quercus viminea Trel.","Plantae",1964416
"95","Quercus viminea Trel.","Plantae",2025518
"96","Quercus viminea Trel.","Plantae",2025611
"97","Quercus viminea Trel.","Plantae",2036658
"98","Quercus viminea Trel.","Plantae",2036719
"99","Quercus viminea Trel.","Plantae",2036726
"100","Quercus viminea Trel.","Plantae",2036729
"101","Quercus viminea Trel.","Plantae",2064155
"102","Quercus viminea Trel.","Plantae",2140594
"103","Quercus viminea Trel.","Plantae",2143415
"104","Quercus viminea Trel.","Plantae",2143424
"105","Quercus viminea Trel.","Plantae",2143436
"106","Quercus viminea Trel.","Plantae",2143486
"107","Quercus viminea Trel.","Plantae",2146347
"108","Quercus viminea Trel.","Plantae",2474430
"109","Quercus viminea Trel.","Plantae",2474555
"110","Quercus viminea Trel.","Plantae",2474581
"111","Quercus viminea Trel.","Plantae",2474582
"112","Quercus viminea Trel.","Plantae",2474583
"113","Quercus viminea Trel.","Plantae",2474584
"114","Quercus viminea Trel.","Plantae",2474599
"115","Quercus viminea Trel.","Plantae",2474627
"116","Quercus viminea Trel.","Plantae",2474635
"117","Quercus viminea Trel.","Plantae",2474643
"118","Quercus viminea Trel.","Plantae",2474692
"119","Quercus viminea Trel.","Plantae",2474713
"120","Quercus viminea Trel.","Plantae",2474726
"121","Quercus viminea Trel.","Plantae",2474735
"122","Quercus viminea Trel.","Plantae",2474759
"123","Quercus viminea Trel.","Plantae",2474826
"124","Quercus viminea Trel.","Plantae",2474827
"125","Quercus viminea Trel.","Plantae",2474828
"126","Quercus viminea Trel.","Plantae",2474829
"127","Quercus viminea Trel.","Plantae",2474837
"128","Quercus viminea Trel.","Plantae",2475642
"129","Quercus viminea Trel.","Plantae",2475643
"130","Quercus viminea Trel.","Plantae",2475644
"131","Quercus viminea Trel.","Plantae",2477193
"132","Quercus viminea Trel.","Plantae",2492363
"133","Quercus viminea Trel.","Plantae",2493049
"134","Quercus viminea Trel.","Plantae",3001393
"135","Quercus viminea Trel.","Plantae",3001619
"136","Quercus viminea Trel.","Plantae",3001620
"137","Quercus viminea Trel.","Plantae",3069963
"138","Quercus viminea Trel.","Plantae",3090850
"139","Quercus viminea Trel.","Plantae",3090854
"140","Quercus viminea Trel.","Plantae",3090857
"141","Quercus viminea Trel.","Plantae",3100377
"142","Quercus viminea Trel.","Plantae",3102035
"143","Quercus viminea Trel.","Plantae",3135610
"144","Quercus viminea Trel.","Plantae",3135790
"145","Quercus viminea Trel.","Plantae",3135792
"146","Quercus viminea Trel.","Plantae",3136148
"147","Quercus viminea Trel.","Plantae",3136171
"148","Quercus viminea Trel.","Plantae",3136195
"149","Quercus viminea Trel.","Plantae",3136196
"150","Quercus viminea Trel.","Plantae",3136203
"151","Quercus viminea Trel.","Plantae",3136206
"152","Quercus viminea Trel.","Plantae",3136207
"153","Quercus viminea Trel.","Plantae",3136457
"154","Quercus viminea Trel.","Plantae",3136627
"155","Quercus viminea Trel.","Plantae",3136868
"156","Quercus viminea Trel.","Plantae",3136936
"157","Quercus viminea Trel.","Plantae",3137097
"158","Quercus viminea Trel.","Plantae",3137107
"159","Quercus viminea Trel.","Plantae",3137161
"160","Quercus viminea Trel.","Plantae",3137173
"161","Quercus viminea Trel.","Plantae",3137216
"162","Quercus viminea Trel.","Plantae",3137313
"163","Quercus viminea Trel.","Plantae",3137316
"164","Quercus viminea Trel.","Plantae",3137330
"165","Quercus viminea Trel.","Plantae",3137623
"166","Quercus viminea Trel.","Plantae",3137664
"167","Quercus viminea Trel.","Plantae",3137681
"168","Quercus viminea Trel.","Plantae",3137697
"169","Quercus viminea Trel.","Plantae",3137702
"170","Quercus viminea Trel.","Plantae",3137851
"171","Quercus viminea Trel.","Plantae",3138931
"172","Quercus viminea Trel.","Plantae",3139051
"173","Quercus viminea Trel.","Plantae",3139078
"174","Quercus viminea Trel.","Plantae",3139676
"175","Quercus viminea Trel.","Plantae",3139677
"176","Quercus viminea Trel.","Plantae",3139766
"177","Quercus viminea Trel.","Plantae",3139767
"178","Quercus viminea Trel.","Plantae",3140108
"179","Quercus viminea Trel.","Plantae",3140127
"180","Quercus viminea Trel.","Plantae",3140974
"181","Quercus viminea Trel.","Plantae",3141930
"182","Quercus viminea Trel.","Plantae",3142300
"183","Quercus viminea Trel.","Plantae",3142931
"184","Quercus viminea Trel.","Plantae",3143042
"185","Quercus viminea Trel.","Plantae",3143115
"186","Quercus viminea Trel.","Plantae",3143140
"187","Quercus viminea Trel.","Plantae",3143142
"188","Quercus viminea Trel.","Plantae",3143694
"189","Quercus viminea Trel.","Plantae",3143745
"190","Quercus viminea Trel.","Plantae",3144685
"191","Quercus viminea Trel.","Plantae",3144732
"192","Quercus viminea Trel.","Plantae",3150449
"193","Quercus viminea Trel.","Plantae",3152654
"194","Quercus viminea Trel.","Plantae",3152669
"195","Quercus viminea Trel.","Plantae",3160808
"196","Quercus viminea Trel.","Plantae",3160809
"197","Quercus viminea Trel.","Plantae",3164859
"198","Quercus viminea Trel.","Plantae",3166755
"199","Quercus viminea Trel.","Plantae",3167340
"200","Quercus viminea Trel.","Plantae",3168021
"201","Quercus viminea Trel.","Plantae",3197776
"202","Quercus viminea Trel.","Plantae",3197777
"203","Quercus viminea Trel.","Plantae",3237659
"204","Quercus viminea Trel.","Plantae",3241347
"205","Quercus viminea Trel.","Plantae",3241429
"206","Quercus viminea Trel.","Plantae",3241431
"207","Quercus viminea Trel.","Plantae",3242072
"208","Quercus viminea Trel.","Plantae",3246896
"209","Quercus viminea Trel.","Plantae",3258745
"210","Quercus viminea Trel.","Plantae",3295699
"211","Quercus viminea Trel.","Plantae",3370124
"212","Quercus viminea Trel.","Plantae",3387915
"213","Quercus viminea Trel.","Plantae",3387989
"214","Quercus viminea Trel.","Plantae",3411276
"215","Quercus viminea Trel.","Plantae",3411277
"216","Quercus viminea Trel.","Plantae",3411278
"217","Quercus viminea Trel.","Plantae",3411279
"218","Quercus viminea Trel.","Plantae",3411280
"219","Quercus viminea Trel.","Plantae",3411281
"220","Quercus viminea Trel.","Plantae",3439446
"221","Quercus viminea Trel.","Plantae",3439517
"222","Quercus viminea Trel.","Plantae",3829870
"223","Quercus viminea Trel.","Plantae",3831665
"224","Quercus viminea Trel.","Plantae",3831744
"225","Quercus viminea Trel.","Plantae",4079337
"226","Quercus viminea Trel.","Plantae",4339072
"227","Quercus viminea Trel.","Plantae",4339073
"228","Quercus viminea Trel.","Plantae",4339074
"229","Quercus viminea Trel.","Plantae",4339075
"230","Quercus viminea Trel.","Plantae",4339076
"231","Quercus viminea Trel.","Plantae",4339077
"232","Quercus viminea Trel.","Plantae",4339078
"233","Quercus viminea Trel.","Plantae",4339079
"234","Quercus viminea Trel.","Plantae",4339080
"235","Quercus viminea Trel.","Plantae",4339081
"236","Quercus viminea Trel.","Plantae",4339082
"237","Quercus viminea Trel.","Plantae",4339083
"238","Quercus viminea Trel.","Plantae",4339084
"239","Quercus viminea Trel.","Plantae",4339085
"240","Quercus viminea Trel.","Plantae",4339086
"241","Quercus viminea Trel.","Plantae",4339087
"242","Quercus viminea Trel.","Plantae",4339088
"243","Quercus viminea Trel.","Plantae",4339089
"244","Quercus viminea Trel.","Plantae",4339972
"245","Quercus viminea Trel.","Plantae",4340005
"246","Quercus viminea Trel.","Plantae",4340013
"247","Quercus viminea Trel.","Plantae",4340029
"248","Quercus viminea Trel.","Plantae",4340057
"249","Quercus viminea Trel.","Plantae",4340098
"250","Quercus viminea Trel.","Plantae",4340109
"251","Quercus viminea Trel.","Plantae",4340122
"252","Quercus viminea Trel.","Plantae",4340138
"253","Quercus viminea Trel.","Plantae",4340148
"254","Quercus viminea Trel.","Plantae",4557139
"255","Quercus viminea Trel.","Plantae",4692039
"256","Quercus viminea Trel.","Plantae",4692040
"257","Quercus viminea Trel.","Plantae",4890770
"258","Quercus viminea Trel.","Plantae",4908588
"259","Quercus viminea Trel.","Plantae",4908621
"260","Quercus viminea Trel.","Plantae",4908622
"261","Quercus viminea Trel.","Plantae",4908670
"262","Quercus viminea Trel.","Plantae",4908745
"263","Quercus viminea Trel.","Plantae",4908746
"264","Quercus viminea Trel.","Plantae",4908792
"265","Quercus viminea Trel.","Plantae",4908842
"266","Quercus viminea Trel.","Plantae",4908868
"267","Quercus viminea Trel.","Plantae",4908969
"268","Quercus viminea Trel.","Plantae",4908970
"269","Quercus viminea Trel.","Plantae",4910231
"270","Quercus viminea Trel.","Plantae",4910232
"271","Quercus viminea Trel.","Plantae",4910413
"272","Quercus viminea Trel.","Plantae",4910439
"273","Quercus viminea Trel.","Plantae",4912385
"274","Quercus viminea Trel.","Plantae",4912386
"275","Quercus viminea Trel.","Plantae",4912387
"276","Quercus viminea Trel.","Plantae",4912388
"277","Quercus viminea Trel.","Plantae",4913227
"278","Quercus viminea Trel.","Plantae",4914333
"279","Quercus viminea Trel.","Plantae",4914334
"280","Quercus viminea Trel.","Plantae",4914335
"281","Quercus viminea Trel.","Plantae",4914515
"282","Quercus viminea Trel.","Plantae",4914516
"283","Quercus viminea Trel.","Plantae",4915889
"284","Quercus viminea Trel.","Plantae",4915890
"285","Quercus viminea Trel.","Plantae",4915891
"286","Quercus viminea Trel.","Plantae",5507218
"287","Quercus viminea Trel.","Plantae",5508818
"288","Quercus viminea Trel.","Plantae",5569544
"289","Quercus viminea Trel.","Plantae",5569545
"290","Quercus viminea Trel.","Plantae",5569546
"291","Quercus viminea Trel.","Plantae",5569547
"292","Quercus viminea Trel.","Plantae",5575824
"293","Quercus viminea Trel.","Plantae",5575825
"294","Quercus viminea Trel.","Plantae",5575826
"295","Quercus viminea Trel.","Plantae",5575827
"296","Quercus viminea Trel.","Plantae",5575828
"297","Quercus viminea Trel.","Plantae",5575829
"298","Quercus viminea Trel.","Plantae",5575830
"299","Quercus viminea Trel.","Plantae",5583969
"300","Quercus viminea Trel.","Plantae",5583970
"301","Quercus viminea Trel.","Plantae",5583973
"302","Quercus viminea Trel.","Plantae",5584900
"303","Quercus viminea Trel.","Plantae",6633420
"304","Quercus viminea Trel.","Plantae",7446299
"305","Quercus viminea Trel.","Plantae",7446300
"306","Quercus viminea Trel.","Plantae",7446301
"307","Quercus viminea Trel.","Plantae",7446302
"308","Quercus viminea Trel.","Plantae",8000481
"309","Quercus viminea Trel.","Plantae",8000482
"310","Quercus viminea Trel.","Plantae",8000483
"311","Quercus viminea Trel.","Plantae",8042856
"312","Quercus viminea Trel.","Plantae",8483330
"313","Quercus viminea Trel.","Plantae",8484056
"314","Quercus viminea Trel.","Plantae",8484888
"315","Quercus viminea Trel.","Plantae",8484959
"316","Quercus viminea Trel.","Plantae",8485035
"317","Quercus viminea Trel.","Plantae",8485151
"318","Quercus viminea Trel.","Plantae",8485346
"319","Quercus viminea Trel.","Plantae",8512803
"320","Quercus viminea Trel.","Plantae",8523790
"321","Quercus viminea Trel.","Plantae",8990119
"322","Quercus viminea Trel.","Plantae",9120493
"323","Quercus viminea Trel.","Plantae",11045908
"324","Quercus viminea Trel.","Plantae",11181961
"325","Quercus viminea Trel.","Plantae",11181965
"326","Quercus viminea Trel.","Plantae",11464736
"327","Quercus viminea Trel.","Plantae",12528820
"328","Quercus viminea Trel.","Plantae",12564414
"329","Quercus viminea Trel.","Plantae",12661356
"330","Quercus viminea Trel.","Plantae",12661664
"331","Quercus viminea Trel.","Plantae",12661665
"332","Quercus viminea Trel.","Plantae",12661666
"333","Quercus viminea Trel.","Plantae",12723433
"334","Quercus viminea Trel.","Plantae",12723435
"335","Quercus viminea Trel.","Plantae",13953986
"336","Quercus viminea Trel.","Plantae",13953987
"337","Quercus viminea Trel.","Plantae",13953988
"338","Quercus viminea Trel.","Plantae",13953989
"339","Quercus viminea Trel.","Plantae",13953990
"340","Quercus viminea Trel.","Plantae",13953991
"341","Quercus viminea Trel.","Plantae",13954102
"342","Quercus viminea Trel.","Plantae",13954103
"343","Quercus viminea Trel.","Plantae",13954104
"344","Quercus viminea Trel.","Plantae",15081702
"345","Quercus viminea Trel.","Plantae",15325553
"346","Quercus viminea Trel.","Plantae",15550779
"347","Quercus viminea Trel.","Plantae",15782594
"348","Quercus viminea Trel.","Plantae",17650198
"349","Quercus viminea Trel.","Plantae",17650199
"350","Quercus viminea Trel.","Plantae",17650200
"351","Quercus viminea Trel.","Plantae",17650201
"352","Quercus viminea Trel.","Plantae",17650202
"353","Quercus viminea Trel.","Plantae",17650203
"354","Quercus viminea Trel.","Plantae",17650204
"355","Quercus viminea Trel.","Plantae",17650205
"356","Quercus viminea Trel.","Plantae",17650206
"357","Quercus viminea Trel.","Plantae",17650207
"358","Quercus viminea Trel.","Plantae",17650208
"359","Quercus viminea Trel.","Plantae",17650209
"360","Quercus viminea Trel.","Plantae",17650210
"361","Quercus viminea Trel.","Plantae",17650211
"362","Quercus viminea Trel.","Plantae",17650212
"363","Quercus viminea Trel.","Plantae",17650213
"364","Quercus viminea Trel.","Plantae",17650214
"365","Quercus viminea Trel.","Plantae",17650215
"366","Quercus viminea Trel.","Plantae",17650216
"367","Quercus viminea Trel.","Plantae",17650217
"368","Quercus viminea Trel.","Plantae",17650218
"369","Quercus viminea Trel.","Plantae",17650219
"370","Quercus viminea Trel.","Plantae",17650220
"371","Quercus viminea Trel.","Plantae",17650221
"372","Quercus viminea Trel.","Plantae",17650222
"373","Quercus viminea Trel.","Plantae",17650223
"374","Quercus viminea Trel.","Plantae",18335116
"375","Quercus viminea Trel.","Plantae",18335117
"376","Quercus viminea Trel.","Plantae",18531841
"377","Quercus viminea Trel.","Plantae",19398565
"378","Quercus viminea Trel.","Plantae",20297521
"379","Quercus viminea Trel.","Plantae",20297522
"380","Quercus viminea Trel.","Plantae",20297523
"381","Quercus viminea Trel.","Plantae",20354741
"382","Quercus viminea Trel.","Plantae",20556428
"383","Quercus viminea Trel.","Plantae",20556429
"384","Quercus viminea Trel.","Plantae",20556430
"385","Quercus viminea Trel.","Plantae",20556431
"386","Quercus viminea Trel.","Plantae",20756880
"387","Quercus viminea Trel.","Plantae",20757006
"388","Quercus viminea Trel.","Plantae",20757185
"389","Quercus viminea Trel.","Plantae",21123501
"390","Quercus viminea Trel.","Plantae",21365657
"391","Quercus viminea Trel.","Plantae",21365665
"392","Quercus viminea Trel.","Plantae",21414623
"393","Quercus viminea Trel.","Plantae",21508472
"394","Quercus viminea Trel.","Plantae",21618238
"395","Quercus viminea Trel.","Plantae",22193851
"396","Quercus viminea Trel.","Plantae",22197343
"397","Quercus viminea Trel.","Plantae",22879532
"398","Quercus viminea Trel.","Plantae",24021244
"399","Quercus viminea Trel.","Plantae",24310415
"400","Quercus viminea Trel.","Plantae",24310416
"401","Quercus viminea Trel.","Plantae",24310417
"402","Quercus viminea Trel.","Plantae",24310418
"403","Quercus viminea Trel.","Plantae",24310419
"404","Quercus viminea Trel.","Plantae",24310420
"405","Quercus viminea Trel.","Plantae",24310421
"406","Quercus viminea Trel.","Plantae",24310422
"407","Quercus viminea Trel.","Plantae",24310423
"408","Quercus viminea Trel.","Plantae",24310424
"409","Quercus viminea Trel.","Plantae",24310425
"410","Quercus viminea Trel.","Plantae",24311438
"411","Quercus viminea Trel.","Plantae",24311439
"412","Quercus viminea Trel.","Plantae",24311440
"413","Quercus viminea Trel.","Plantae",24311441
"414","Quercus viminea Trel.","Plantae",24311442
"415","Quercus viminea Trel.","Plantae",24311443
"416","Quercus viminea Trel.","Plantae",24311444
"417","Quercus viminea Trel.","Plantae",24311445
"418","Quercus viminea Trel.","Plantae",24311446
"419","Quercus viminea Trel.","Plantae",24311447
"420","Quercus viminea Trel.","Plantae",24311448
"421","Quercus viminea Trel.","Plantae",24346869
"422","Quercus viminea Trel.","Plantae",24465795
"423","Quercus viminea Trel.","Plantae",24523543
"424","Quercus viminea Trel.","Plantae",25229978
"425","Quercus viminea Trel.","Plantae",26781695
"426","Quercus viminea Trel.","Plantae",26781746
"427","Quercus viminea Trel.","Plantae",26891500
"428","Quercus viminea Trel.","Plantae",26891501
"429","Quercus viminea Trel.","Plantae",26891502
"430","Quercus viminea Trel.","Plantae",26891503
"431","Quercus viminea Trel.","Plantae",26939249
"432","Quercus viminea Trel.","Plantae",27065535
"433","Quercus viminea Trel.","Plantae",27065536
"434","Quercus viminea Trel.","Plantae",27065537
"435","Quercus viminea Trel.","Plantae",27337174
"436","Quercus viminea Trel.","Plantae",27355554
"437","Quercus viminea Trel.","Plantae",27355555
"438","Quercus viminea Trel.","Plantae",27355557
"439","Quercus viminea Trel.","Plantae",27355558
"440","Quercus viminea Trel.","Plantae",27355559
"441","Quercus viminea Trel.","Plantae",27367531
"442","Quercus viminea Trel.","Plantae",27413540
"443","Quercus viminea Trel.","Plantae",27501847
"444","Quercus viminea Trel.","Plantae",27501848
"445","Quercus viminea Trel.","Plantae",27501849
"446","Quercus viminea Trel.","Plantae",27501850
"447","Quercus viminea Trel.","Plantae",27501851
"448","Quercus viminea Trel.","Plantae",27554764
"449","Quercus viminea Trel.","Plantae",27554765
"450","Quercus viminea Trel.","Plantae",27554766
"451","Quercus viminea Trel.","Plantae",27554767
"452","Quercus viminea Trel.","Plantae",27554768
"453","Quercus viminea Trel.","Plantae",27870222
"454","Quercus viminea Trel.","Plantae",27870233
"455","Quercus viminea Trel.","Plantae",27870260
"456","Quercus viminea Trel.","Plantae",27870455
"457","Quercus viminea Trel.","Plantae",28269173
"458","Quercus viminea Trel.","Plantae",28297450
"459","Quercus viminea Trel.","Plantae",28592668
"460","Quercus viminea Trel.","Plantae",28593792
"461","Quercus viminea Trel.","Plantae",28624439
"462","Quercus viminea Trel.","Plantae",28634861
"463","Quercus viminea Trel.","Plantae",28700097
"464","Quercus viminea Trel.","Plantae",28996445
"465","Quercus viminea Trel.","Plantae",29283319
"466","Quercus viminea Trel.","Plantae",29346498
"467","Quercus viminea Trel.","Plantae",29346588
"468","Quercus viminea Trel.","Plantae",29346617
"469","Quercus viminea Trel.","Plantae",29347135
"470","Quercus viminea Trel.","Plantae",29348754
"471","Quercus viminea Trel.","Plantae",29617272
"472","Quercus viminea Trel.","Plantae",29617273
"473","Quercus viminea Trel.","Plantae",29617274
"474","Quercus viminea Trel.","Plantae",29617275
"475","Quercus viminea Trel.","Plantae",29617276
"476","Quercus viminea Trel.","Plantae",29617277
"477","Quercus viminea Trel.","Plantae",29617278
"478","Quercus viminea Trel.","Plantae",29617279
"479","Quercus viminea Trel.","Plantae",29617280
"480","Quercus viminea Trel.","Plantae",29617281
"481","Quercus viminea Trel.","Plantae",29617282
"482","Quercus viminea Trel.","Plantae",29617283
"483","Quercus viminea Trel.","Plantae",29617284
"484","Quercus viminea Trel.","Plantae",29617285
"485","Quercus viminea Trel.","Plantae",29617286
"486","Quercus viminea Trel.","Plantae",29617287
"487","Quercus viminea Trel.","Plantae",29617288
"488","Quercus viminea Trel.","Plantae",29617289
"489","Quercus viminea Trel.","Plantae",29617290
"490","Quercus viminea Trel.","Plantae",29617291
"491","Quercus viminea Trel.","Plantae",29617292
"492","Quercus viminea Trel.","Plantae",29617293
"493","Quercus viminea Trel.","Plantae",29617294
"494","Quercus viminea Trel.","Plantae",29617295
"495","Quercus viminea Trel.","Plantae",29617296
"496","Quercus viminea Trel.","Plantae",29617297
"497","Quercus viminea Trel.","Plantae",29617298
"498","Quercus viminea Trel.","Plantae",29617299
"499","Quercus viminea Trel.","Plantae",29617300
"500","Quercus viminea Trel.","Plantae",29617301
"501","Quercus viminea Trel.","Plantae",29856560
"502","Quercus viminea Trel.","Plantae",29858912
"503","Quercus viminea Trel.","Plantae",30166250
"504","Quercus viminea Trel.","Plantae",30219141
"505","Quercus viminea Trel.","Plantae",30411158
"506","Quercus viminea Trel.","Plantae",30411316
"507","Quercus viminea Trel.","Plantae",30431900
"508","Quercus viminea Trel.","Plantae",30578902
"509","Quercus viminea Trel.","Plantae",30590317
"510","Quercus viminea Trel.","Plantae",30631113
"511","Quercus viminea Trel.","Plantae",30701267
"512","Quercus viminea Trel.","Plantae",30724837
"513","Quercus viminea Trel.","Plantae",30724839
"514","Quercus viminea Trel.","Plantae",30724848
"515","Quercus viminea Trel.","Plantae",30724869
"516","Quercus viminea Trel.","Plantae",30725166
"517","Quercus viminea Trel.","Plantae",31061960
"518","Quercus viminea Trel.","Plantae",31061977
"519","Quercus viminea Trel.","Plantae",31062184
"520","Quercus viminea Trel.","Plantae",31062197
"521","Quercus viminea Trel.","Plantae",31062254
"522","Quercus viminea Trel.","Plantae",31062320
"523","Quercus viminea Trel.","Plantae",31062464
"524","Quercus viminea Trel.","Plantae",31062469
"525","Quercus viminea Trel.","Plantae",31237903
"526","Quercus viminea Trel.","Plantae",31251929
"527","Quercus viminea Trel.","Plantae",31370734
"528","Quercus viminea Trel.","Plantae",31555625
"529","Quercus viminea Trel.","Plantae",32072154
"530","Quercus viminea Trel.","Plantae",32162527
"531","Quercus viminea Trel.","Plantae",32809232
"532","Quercus viminea Trel.","Plantae",32891132
"533","Quercus viminea Trel.","Plantae",32895086
"534","Quercus viminea Trel.","Plantae",32899800
"535","Quercus viminea Trel.","Plantae",32903735
"536","Quercus viminea Trel.","Plantae",32998880
"537","Quercus chrysolepis Liebm.","Plantae",393431
"538","Quercus chrysolepis Liebm.","Plantae",393432
"539","Quercus chrysolepis Liebm.","Plantae",393433
"540","Quercus chrysolepis Liebm.","Plantae",974589
"541","Quercus chrysolepis Liebm.","Plantae",974590
"542","Quercus chrysolepis Liebm.","Plantae",1849256
"543","Quercus chrysolepis Liebm.","Plantae",2067087
"544","Quercus chrysolepis Liebm.","Plantae",2067088
"545","Quercus chrysolepis Liebm.","Plantae",2077931
"546","Quercus chrysolepis Liebm.","Plantae",5569536
"547","Quercus chrysolepis Liebm.","Plantae",8094966
"548","Quercus chrysolepis Liebm.","Plantae",8096341
"549","Quercus chrysolepis Liebm.","Plantae",8100845
"550","Quercus chrysolepis Liebm.","Plantae",8100853
"551","Quercus chrysolepis Liebm.","Plantae",8101299
"552","Quercus chrysolepis Liebm.","Plantae",8101387
"553","Quercus chrysolepis Liebm.","Plantae",8101502
"554","Quercus chrysolepis Liebm.","Plantae",8101558
"555","Quercus chrysolepis Liebm.","Plantae",8105882
"556","Quercus chrysolepis Liebm.","Plantae",13953250
"557","Quercus chrysolepis Liebm.","Plantae",13953251
"558","Quercus chrysolepis Liebm.","Plantae",13953252
"559","Quercus chrysolepis Liebm.","Plantae",15143915
"560","Quercus chrysolepis Liebm.","Plantae",16239396
"561","Quercus chrysolepis Liebm.","Plantae",16239405
"562","Quercus chrysolepis Liebm.","Plantae",17648428
"563","Quercus chrysolepis Liebm.","Plantae",18373735
"564","Quercus chrysolepis Liebm.","Plantae",18414114
"565","Quercus chrysolepis Liebm.","Plantae",18441544
"566","Quercus chrysolepis Liebm.","Plantae",18468734
"567","Quercus chrysolepis Liebm.","Plantae",18496780
"568","Quercus chrysolepis Liebm.","Plantae",18499353
"569","Quercus chrysolepis Liebm.","Plantae",18721613
"570","Quercus chrysolepis Liebm.","Plantae",18833840
"571","Quercus chrysolepis Liebm.","Plantae",18880781
"572","Quercus chrysolepis Liebm.","Plantae",19189611
"573","Quercus chrysolepis Liebm.","Plantae",19189612
"574","Quercus chrysolepis Liebm.","Plantae",19544125
"575","Quercus chrysolepis Liebm.","Plantae",26337994
"576","Quercus chrysolepis Liebm.","Plantae",27065568
"577","Quercus chrysolepis Liebm.","Plantae",27065569
"578","Quercus chrysolepis Liebm.","Plantae",27065570
