coreid,measurementType,measurementTypeID,measurementValue,measurementValueID,measurementUnit,measurementDeterminedDate,measurementDeterminedBy,measurementRemarks
1004511,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907584,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
8055781,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-17T12:21:04Z,egbot,
1907511,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907517,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907518,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907523,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907539,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907575,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907588,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907590,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907721,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907722,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907723,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
8990005,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-17T12:08:13Z,egbot,
943715,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
943716,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
945914,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
945915,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1004510,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907506,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
3090846,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2022-02-07T13:46:33Z,egbot,
3090847,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2022-02-07T13:46:33Z,egbot,
3090848,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2022-02-07T13:46:33Z,egbot,
1907592,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907269,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
8987822,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-17T12:08:13Z,egbot,
934168,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
8988563,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-17T12:08:13Z,egbot,
8988564,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-17T12:08:13Z,egbot,
1907504,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907512,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907515,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907516,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907519,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907520,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907524,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907532,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907537,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907538,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907580,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907581,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907720,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
937036,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
937037,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
8989522,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-17T12:08:13Z,egbot,
1907507,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907530,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907577,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907578,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907715,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907719,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
8055782,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-17T12:21:04Z,egbot,
4291671,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-17T12:08:13Z,egbot,
8990109,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-17T12:08:13Z,egbot,
8990115,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-17T12:08:13Z,egbot,
8000373,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-13T20:58:53Z,egbot,
2067095,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-13T21:07:10Z,egbot,
1907514,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
8055780,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-17T12:21:11Z,egbot,
8989594,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-17T12:08:14Z,egbot,
8989596,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-17T12:08:14Z,egbot,
8989754,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-17T12:08:14Z,egbot,
2067070,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2022-02-07T13:46:33Z,egbot,
2067073,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-13T21:07:24Z,egbot,
2067077,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-13T21:07:24Z,egbot,
2067080,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-13T21:07:24Z,egbot,
3090859,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-13T21:20:11Z,egbot,
8989535,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-17T12:08:14Z,egbot,
8055781,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-17T12:21:11Z,egbot,
8990005,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-17T12:08:14Z,egbot,
3090846,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2022-02-07T13:46:33Z,egbot,
3090847,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2022-02-07T13:46:33Z,egbot,
3090848,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2022-02-07T13:46:33Z,egbot,
8987822,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-17T12:08:14Z,egbot,
8988563,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-17T12:08:14Z,egbot,
8988564,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-17T12:08:14Z,egbot,
8989522,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-17T12:08:14Z,egbot,
8055782,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-17T12:21:11Z,egbot,
4291671,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-17T12:08:14Z,egbot,
8990109,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-17T12:08:14Z,egbot,
8990115,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-17T12:08:14Z,egbot,
8000373,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-13T20:58:58Z,egbot,
2067095,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,flowering,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#06,,2017-04-13T21:07:24Z,egbot,
1907582,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907586,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
4290270,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-17T12:08:13Z,egbot,
4290252,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-17T12:08:13Z,egbot,
1907513,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907527,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907528,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907529,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907522,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907525,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907546,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907587,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907593,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907534,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
3090856,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2022-02-07T13:46:33Z,egbot,
8990079,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-17T12:08:13Z,egbot,
8063428,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-17T12:21:04Z,egbot,
1907718,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
8988987,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-17T12:08:13Z,egbot,
8990100,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-17T12:08:13Z,egbot,
8055764,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-17T12:21:04Z,egbot,
20876902,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2022-02-07T13:46:33Z,egbot,
1907533,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
3242132,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
2067098,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-13T21:07:10Z,egbot,
3830461,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
1907547,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
4289660,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-17T12:08:13Z,egbot,
4289715,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-17T12:08:13Z,egbot,
4289716,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-17T12:08:13Z,egbot,
4290361,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-17T12:08:13Z,egbot,
4290366,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-17T12:08:13Z,egbot,
1907713,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
951456,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
4853810,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-17T12:21:04Z,egbot,
3090849,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2022-02-07T13:46:33Z,egbot,
1005029,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
3243694,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
2067079,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-13T21:20:10Z,egbot,
3830364,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
3830457,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
924493,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,sterile,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#02,,2017-04-17T11:58:05Z,egbot,
3245549,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-17T11:57:34Z,egbot,
8063441,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-17T12:21:04Z,egbot,
9734540,"Phenology (ver 1.0)",http://purl.org/nevp/vocabulary/reproductive-phenology#01,reproductive,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#03,,2017-04-17T12:21:04Z,egbot,
4290270,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-17T12:08:14Z,egbot,
4290252,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-17T12:08:14Z,egbot,
3090856,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2022-02-07T13:46:33Z,egbot,
8990079,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-17T12:08:14Z,egbot,
8063428,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-17T12:21:11Z,egbot,
8988987,"Phenology: reproductive",http://purl.org/nevp/vocabulary/reproductive-phenology#03,fruiting,http://purl.org/nevp/vocabulary/reproductive-phenology_1.3#11,,2017-04-17T12:08:14Z,egbot,
